	question	class
1097	Jak  lze  udělat rešerši průmyslového vzoru?	85
1098	Kde lze  udělat rešerši průmyslového vzoru?	85
1099	Jak  můžu  udělat rešerši průmyslového vzoru?	85
1100	Kde můžu  udělat rešerši průmyslového vzoru?	85
1101	Jak  mohu  udělat rešerši průmyslového vzoru?	85
1102	Kde mohu  udělat rešerši průmyslového vzoru?	85
1103	Jak  se může udělat rešerši průmyslového vzoru?	85
1104	Kde se může udělat rešerši průmyslového vzoru?	85
1105	Jak  lze  provedu rešerši průmyslového vzoru?	85
1106	Kde lze  provedu rešerši průmyslového vzoru?	85
1107	Jak  můžu  provedu rešerši průmyslového vzoru?	85
1108	Kde můžu  provedu rešerši průmyslového vzoru?	85
1109	Jak  mohu  provedu rešerši průmyslového vzoru?	85
1110	Kde mohu  provedu rešerši průmyslového vzoru?	85
1111	Jak  se může provedu rešerši průmyslového vzoru?	85
1112	Kde se může provedu rešerši průmyslového vzoru?	85
1113	Jak  lze  udělám rešerši průmyslového vzoru?	85
1114	Kde lze  udělám rešerši průmyslového vzoru?	85
1115	Jak  můžu  udělám rešerši průmyslového vzoru?	85
1116	Kde můžu  udělám rešerši průmyslového vzoru?	85
1117	Jak  mohu  udělám rešerši průmyslového vzoru?	85
1118	Kde mohu  udělám rešerši průmyslového vzoru?	85
1119	Jak  se může udělám rešerši průmyslového vzoru?	85
1120	Kde se může udělám rešerši průmyslového vzoru?	85
1121	odkaz pro ověření novosti průmyslového vzoru	85
1122	zdroje pro ověření novosti průmyslového vzoru	85
1123	objednávka rešerše průmyslového vzoru úřadem	86
1124	rešeršní služby Úřadu k průmyslovým vzorům	86
1125	formulář pro objednání rešerše průmyslového vzoru úřadem	88
1126	formulář objednávky rešerše průmyslového vzoru úřadem	88
1127	Kolik stojí zpracování rešerše průmyslového vzoru?	89
1128	Jaký je poplatek za zpracování rešerše průmyslového vzoru?	89
1129	cena zpracování rešerše průmyslového vzoru?	89
1130	poplatek za podání přihlášky průmyslového vzoru	90
1131	poplatek za přijetí přihlášky průmyslového vzoru	90
1132	cena za přihláška průmyslového vzoru	90
1133	poplatek přihláška průmyslového vzoru	90
1134	kolik stojí přihláška průmyslového vzoru	90
1135	kolik stojí průmyslový vzor	90
1136	sleva na poplatku při podání přihlášky průmyslového vzoru elektronicky	90
1137	sleva na poplatek při elektronickém podání přihlášky průmyslového vzoru	90
1138	sleva na poplatku při elektronickém podání přihlášky průmyslového vzoru	90
1139	poplatek za hromadnou přihlášku průmyslového vzoru	90
1140	poplatek za přijetí hromadné přihlášky průmyslového vzoru	90
1141	Existuje poplatek za každý další průmyslový vzor v přihlášce?	90
1142	Platí se poplatek za každý další průmyslový vzor v přihlášce?	90
1143	Jak je možné uhradit správní poplatek za podání přihlášky průmyslového vzoru?	91
1144	Jak lze uhradit správní poplatek za podání přihlášky průmyslového vzoru?	91
1145	Jak můžu uhradit správní poplatek za podání přihlášky průmyslového vzoru?	91
1146	Jak mohu uhradit správní poplatek za podání přihlášky průmyslového vzoru?	91
1147	Jak je možné  zaplatit správní poplatek za podání přihlášky průmyslového vzoru?	91
1148	Jak lze  zaplatit správní poplatek za podání přihlášky průmyslového vzoru?	91
1149	Jak můžu  zaplatit správní poplatek za podání přihlášky průmyslového vzoru?	91
1150	Jak mohu zaplatit správní poplatek za podání přihlášky průmyslového vzoru?	91
1151	Jaký hradí poplatek za přihlášku průmyslového vzoru?	91
1152	Jaký se hradí poplatek za přihlášku průmyslového vzoru?	91
1153	Který hradí poplatek za přihlášku průmyslového vzoru?	91
1154	Který se hradí poplatek za přihlášku průmyslového vzoru?	91
1155	Jak hradí poplatek za přihlášku průmyslového vzoru?	91
1156	Jak se hradí poplatek za přihlášku průmyslového vzoru?	91
1157	Jaký  platí poplatek za přihlášku průmyslového vzoru?	91
1158	Jaký se  platí poplatek za přihlášku průmyslového vzoru?	91
1159	Který  platí poplatek za přihlášku průmyslového vzoru?	91
1160	Který se  platí poplatek za přihlášku průmyslového vzoru?	91
1161	Jak  platí poplatek za přihlášku průmyslového vzoru?	91
1162	Jak se platí poplatek za přihlášku průmyslového vzoru?	91
1163	Jaký  mám zaplatit poplatek za přihlášku průmyslového vzoru?	91
1164	Jaký se  mám zaplatit poplatek za přihlášku průmyslového vzoru?	91
1165	Který  mám zaplatit poplatek za přihlášku průmyslového vzoru?	91
1166	Který se  mám zaplatit poplatek za přihlášku průmyslového vzoru?	91
1167	Jak  mám zaplatit poplatek za přihlášku průmyslového vzoru?	91
1168	Jak se mám zaplatit poplatek za přihlášku průmyslového vzoru?	91
1169	Jaký  zaplatit poplatek za přihlášku průmyslového vzoru?	91
1170	Jaký se  zaplatit poplatek za přihlášku průmyslového vzoru?	91
1171	Který  zaplatit poplatek za přihlášku průmyslového vzoru?	91
1172	Který se  zaplatit poplatek za přihlášku průmyslového vzoru?	91
1173	Jak  zaplatit poplatek za přihlášku průmyslového vzoru?	91
1174	Jak se zaplatit poplatek za přihlášku průmyslového vzoru?	91
1175	Jaký  uhradit poplatek za přihlášku průmyslového vzoru?	91
1176	Jaký se  uhradit poplatek za přihlášku průmyslového vzoru?	91
1177	Který  uhradit poplatek za přihlášku průmyslového vzoru?	91
1178	Který se  uhradit poplatek za přihlášku průmyslového vzoru?	91
1179	Jak  uhradit poplatek za přihlášku průmyslového vzoru?	91
1180	Jak se uhradit poplatek za přihlášku průmyslového vzoru?	91
1181	doba ochrany průmyslového vzoru	92
1182	trvání ochrany průmyslového vzoru	92
1183	udržování průmyslového vzoru v platnosti	92
1184	Kolik se platí  zapsaného průmyslového vzoru	93
1185	Jaký je poplatek za zapsaného průmyslového vzoru	93
1186	Kolik se platí  obnova zapsaného průmyslového vzoru	93
1187	Jaký je poplatek za obnova zapsaného průmyslového vzoru	93
1188	Kolik se platí  obnovu zapsaného průmyslového vzoru	93
1189	Jaký je poplatek za obnovu zapsaného průmyslového vzoru	93
1190	Kolik se platí  prodloužení zapsaného průmyslového vzoru	93
1191	Jaký je poplatek za prodloužení zapsaného průmyslového vzoru	93
1192	Kolik se platí  zápisu průmyslového vzoru	93
1193	Jaký je poplatek za  zápisu průmyslového vzoru	93
1194	Kolik se platí  obnova  zápisu průmyslového vzoru	93
1195	Jaký je poplatek za obnova  zápisu průmyslového vzoru	93
1196	Kolik se platí  obnovu  zápisu průmyslového vzoru	93
1197	Jaký je poplatek za obnovu  zápisu průmyslového vzoru	93
1198	Kolik se platí  prodloužení zápisu průmyslového vzoru	93
1199	Jaký je poplatek za prodloužení zápisu průmyslového vzoru	93
1200	udržovací poplatek pro průmyslový vzor	93
1201	Kde mohu najít rešeršní databázi průmyslových vzorů?	94
1202	Kde je rešeršní databázi průmyslových vzorů?	94
1203	Kde najdu rešeršní databázi průmyslových vzorů?	94
1204	Kde můžu najít rešeršní databázi průmyslových vzorů?	94
1205	Co obsahuje databáze průmyslových vzorů?	94
1206	Jaké informace obsahuje databáze průmyslových vzorů?	94
1207	Co obsahuje česká databáze průmyslových vzorů?	94
1208	Jaké informace obsahuje česká databáze průmyslových vzorů?	94
1209	Jsou v databázi průmyslových vzorů zapsané také průmyslové vzory z Úřadu Evropské unie pro duševní vlastnictví?	94
1210	Kde lze najít mezinárodní průmyslové vzory platné na území České republiky?	94
1211	Kde je možné najít mezinárodní průmyslové vzory platné na území České republiky?	94
1212	Kde jsou mezinárodní průmyslové vzory platné na území České republiky?	94
1213	Kde najdu mezinárodní průmyslové vzory platné na území České republiky?	94
1214	odkazy na mezinárodní databáze průmyslových vzorů	94
1215	odkazy na zahraniční databáze průmyslových vzorů	94
1216	Co je EUIPO ?	94
1217	Co znamená EUIPO ?	94
1218	Co je  WIPO ?	94
1219	Co znamená WIPO ?	94
1220	Co je  VIPO?	94
1221	Co znamená VIPO?	94
1222	Co je databáze Hague ?	94
1223	Co znamená databáze Hague ?	94
1224	Co najdu v databáze Hague ?	94
1225	Co je  databázi Hague ?	94
1226	Co znamená  databázi Hague ?	94
1227	Co najdu v databázi Hague ?	94
1228	Co je databáze  Hág ?	94
1229	Co znamená databáze  Hág ?	94
1230	Co najdu v databáze  Hág ?	94
1231	Co je  databázi Hág ?	94
1232	Co znamená  databázi Hág ?	94
1233	Co najdu v databázi Hág ?	94
1234	Co je databáze  Hák ?	94
1235	Co znamená databáze  Hák ?	94
1236	Co najdu v databáze  Hák ?	94
1237	Co je  databázi Hák ?	94
1238	Co znamená  databázi Hák ?	94
1239	Co najdu v databázi Hák ?	94
1240	Co je databáze  Hague Express ?	94
1241	Co znamená databáze  Hague Express ?	94
1242	Co najdu v databáze  Hague Express ?	94
1243	Co je  databázi Hague Express ?	94
1244	Co znamená  databázi Hague Express ?	94
1245	Co najdu v databázi Hague Express ?	94
1246	Co je databáze  Hág Express?	94
1247	Co znamená databáze  Hág Express?	94
1248	Co najdu v databáze  Hág Express?	94
1249	Co je  databázi Hág Express?	94
1250	Co znamená  databázi Hág Express?	94
1251	Co najdu v databázi Hág Express?	94
1252	Jaké průmyslové vzory mohou na území České republiky platit?	94
1253	Kde mohu dohledat mezinárodní průmyslové vzory?	94
1254	Kde najdu mezinárodní průmyslové vzory?	94
1255	Kde lze najít mezinárodní průmyslové vzory?	94
1256	Kde lze dohledat mezinárodní průmyslové vzory?	94
1257	Kde je možné najít mezinárodní průmyslové vzory?	94
1258	Kde je možné dohledat mezinárodní průmyslové vzory?	94
1259	Jaké průmyslové vzory mohu nalézt na stránkách Úřadu?	94
1260	Jaké průmyslové vzory jsou na stránkách Úřadu?	94
1261	Jaké průmyslové vzory lze najít na stránkách Úřadu?	94
1262	Jaké průmyslové vzory je možné najít na stránkách Úřadu?	94
1263	Jak podat objednávku rešerše průmyslového vzoru u Úřadu?	95
1264	Kde podat objednávku rešerše průmyslového vzoru u Úřadu?	95
1265	Jak  objednat rešerši průmyslového vzoru u Úřadu?	95
1266	Kde objednat rešerši průmyslového vzoru u Úřadu?	95
1267	rešerše průmyslového vzoru úřadem	95
1268	rešerše průmyslových vzorů úřadem	95
1269	rešeršní služby úřadu pro průmyslové vzory	95
1270	objednávka rešerše průmyslového vzoru	95
1271	rešeršní služby úřadu pro průmyslové vzory	95
1272	Co je rešeršním výstupem u průmyslových vzorů?	96
1273	Jak dlouho trvá zpracování rešerše průmyslového vzoru?	97
1274	za jak dlouho zpracujete rešerši průmyslového vzoru	97
1275	Kolik stojí rešerši průmyslového vzoru?	98
1276	Jaký je poplatek za rešerši průmyslového vzoru?	98
1277	ochrana průmyslového vzoru v zahraničí	99
1278	přihlášení průmyslového vzoru v zahraničí	99
1279	přihláška průmyslového vzoru v zahraničí	99
1280	podání průmyslového vzoru v zahraničí	99
1281	podání přihlášky průmyslového vzoru v zahraničí	99
1282	možnosti ochrany průmyslového vzoru v cílových státech	99
1283	možnosti ochrany průmyslového vzoru v zahraničí	99
1284	ochrana průmyslového vzoru v zahraničí	99
1285	Jaké úřady jsou odpovědné za ochranu průmyslového vzoru v zahraničí?	99
1286	Jaké úřady řeší ochranu průmyslového vzoru v zahraničí?	99
1287	Jaké úřady mají na starosti ochranu průmyslového vzoru v zahraničí?	99
1288	Je možné získat ochranu průmyslového vzoru v celém území EU ?	100
1289	Co když chci získat ochranu průmyslového vzoru v celém území EU ?	100
1290	Mohu získat ochranu průmyslového vzoru v celém území EU ?	100
1291	Můžu získat ochranu průmyslového vzoru v celém území EU ?	100
1292	Lze získat ochranu průmyslového vzoru v celém území EU ?	100
1293	Mohl bych získat ochranu průmyslového vzoru v celém území EU ?	100
1294	Jakou cestou získat ochranu průmyslového vzoru v celém území EU ?	100
1295	Jak získat ochranu průmyslového vzoru v celém území EU ?	100
1296	Je možné získat ochranu průmyslového vzoru v celém území Evropské unie?	100
1297	Co když chci získat ochranu průmyslového vzoru v celém území Evropské unie?	100
1298	Mohu získat ochranu průmyslového vzoru v celém území Evropské unie?	100
1299	Můžu získat ochranu průmyslového vzoru v celém území Evropské unie?	100
1300	Lze získat ochranu průmyslového vzoru v celém území Evropské unie?	100
1301	Mohl bych získat ochranu průmyslového vzoru v celém území Evropské unie?	100
1302	Jakou cestou získat ochranu průmyslového vzoru v celém území Evropské unie?	100
1303	Jak získat ochranu průmyslového vzoru v celém území Evropské unie?	100
1304	Kde mohu najít informacíe o průmyslovém vlastnictví v EU ?	100
1305	Kde najdu informacíe o průmyslovém vlastnictví v EU ?	100
1306	Kde lze najít informacíe o průmyslovém vlastnictví v EU ?	100
1307	Kde jsou informacíe o průmyslovém vlastnictví v EU ?	100
1308	Kde mohu najít informacíe o průmyslovém vlastnictví v Evropské unii?	100
1309	Kde najdu informacíe o průmyslovém vlastnictví v Evropské unii?	100
1310	Kde lze najít informacíe o průmyslovém vlastnictví v Evropské unii?	100
1311	Kde jsou informacíe o průmyslovém vlastnictví v Evropské unii?	100
1312	Co je Haagský systém?	101
1313	mezinárodní přihláška podle Haagského systému	101
1314	pomoc při přihlašování průmyslového vzoru v zahraničí	102
1315	Jak dlouho trvá ochrana průmyslového vzoru?	103
1316	Jaká je doba ochrany průmyslového vzoru?	103
1317	doba trvání ochrany zapsaného průmyslového vzoru	103
1318	Kolikrát může být ochrana průmyslového vzoru obnovována ?	103
1319	Jak dlouho může být ochrana průmyslového vzoru obnovována ?	103
1320	Kolikrát může být ochrana průmyslového vzoru prodlužována?	103
1321	Jak dlouho může být ochrana průmyslového vzoru prodlužována?	103
1322	prodloužení ochrany průmyslového vzoru	103
1323	obnova ochrany průmyslového vzoru	103
1324	Kdy podat žádost o obnovu průmyslového vzoru?	103
1325	Jak podat žádost o obnovu průmyslového vzoru?	103
1326	Kdy podat žádost o obnovu ochrany průmyslového vzoru?	103
1327	Jak podat žádost o obnovu ochrany průmyslového vzoru?	103
1328	Je podání žádosti o obnovu doby ochrany průmyslového vzoru zpoplatněno?	103
1329	poplatek za obnovu  průmyslového vzoru	103
1330	poplatek za prodloužení průmyslového vzoru	103
1331	poplatek za obnovu  ochrany průmyslového vzoru	103
1332	poplatek za prodloužení ochrany průmyslového vzoru	103
1333	právo přednosti u přihlašovatele průmyslového vzoru	103
1334	Jaká je maximální doba ochrany průmyslového vzoru?	103
1335	Jak se ochrana průmyslového vzoru prodlužuje ?	103
1336	Jak se ochrana průmyslového vzoru obnovuje?	103
1337	proces obnovy ochrany pro průmyslový vzor	103
1338	Co patří mezi průmyslově ochráněné výrobky?	104
1339	Co je průmyslový výrobek?	104
1340	Co se rozumí průmyslovým výrobkem?	104
1341	Co je průmyslovým výrobkem?	104
1342	Co se dá označit jako výrobek v právní ochraně průmyslových vzorů?	104
1343	Co se dá označit jako výrobek v kontextu průmyslových vzorů?	104
1344	Co se dá označit jako výrobek u průmyslových vzorů?	104
1345	"Jaká je definice ""výrobku"" v právní ochraně  průmyslových vzorů?"	104
1346	"Jaká je definice ""výrobku"" v kontextu právní ochrany  průmyslových vzorů?"	104
1347	"Jaká je definice ""výrobku"" u průmyslových vzorů?"	104
1348	Jaké součástky může obsahovat průmyslově vyrobený výrobek?	104
1349	složený výrobek	104
1350	jak je definován složený výrobek	104
1351	co je složený výrobek	104
1352	průmyslový výrobek	104
1353	Jak se žádá o zápis průmyslového vzoru do rejstříku?	105
1354	Jak mám pořádat o zápis průmyslového vzoru do rejstříku?	105
1355	Jak požadat o zápis průmyslového vzoru do rejstříku?	105
1356	Jak podat žádost o zápis průmyslového vzoru do rejstříku?	105
1357	možnosti podání přihlášky průmyslového vzoru	105
1358	elektronicky vyplnitelné formuláře pro přihlášku průmyslového vzoru	105
1359	Je možné podat přihlášku průmyslového vzoru online?	105
1360	Mohu podat přihlášku průmyslového vzoru poštou?	105
1361	Lze podat přihlášku průmyslového vzoru poštou?	105
1362	Je možné podat přihlášku průmyslového vzoru poštou?	105
1363	pomoc pro přihlášku průmyslového vzoru	106
1364	odborné zastoupení pro přihlášku průmyslového vzoru	106
1365	pomoc pro podání přihlášky průmyslového vzoru	106
1366	odborné zastoupení pro podání přihlášky průmyslového vzoru	106
1367	Existují advokátní kanceláře, které se zabývají průmyslovými vzory?	106
1368	právní zastoupení pro žadatele o průmyslový vzor	106
1369	právní zastoupení pro přihlášku průmyslový vzor	106
1370	právní zastoupení pro podání přihlášky průmyslový vzor	106
1371	právní zastoupení pro žadatele o  průmyslového vzoru	106
1372	právní zastoupení pro přihlášku  průmyslového vzoru	106
1373	právní zastoupení pro podání přihlášky průmyslového vzoru	106
1374	Kdo mě může zastupovat při podávání přihlášky průmyslového vzoru?	106
1375	Kdo mi může pomoci při podávání přihlášky průmyslového vzoru?	106
1376	náležitosti přihlášky průmyslového vzoru	107
1377	jednoduchá přihláška průmyslového vzoru	107
1378	hromadná přihláška průmyslového vzoru	107
1379	Jak přihlásit více průmyslových vzorů?	107
1380	Jaký je postup podání přihlášky pro průmyslový vzor?	107
1381	podání přihlášky průmyslového vzoru	107
1382	žádost o zápis průmyslového vzoru	107
1383	Jak se podává přihláška průmyslového vzoru?	108
1384	kam se podává přihláška průmyslového vzoru?	108
1385	formulář přihlášky průmyslového vzoru	108
1386	co obsahuje přihláška průmyslového vzoru	109
1387	přílohy přihlášky průmyslového vzoru	109
1388	podlohy přihlášky průmyslového vzoru	109
1389	vyobrazení průmyslového vzoru	110
1390	Kdo může podat přihlášku průmyslového vzoru?	111
1391	Kdo je oprávněn podat přihlášku průmyslového vzoru?	111
1392	formální průzkum přihlášky průmyslového vzoru	112
1393	věcný průzkum přihlášky průmyslového vzoru	112
1394	věcný průzkum přihlášky průmyslového vzoru	112
1395	formální průzkum přihlášky průmyslového vzoru	112
1396	věcný  přezkum přihlášky průmyslového vzoru	112
1397	formální přezkum přihlášky průmyslového vzoru	112
1398	formální průzkum přihlášky	112
1399	věcný průzkum přihlášky	112
1400	Jak lze vymazat průmyslový vzor z rejstříku?	113
1401	Jak je možné vymazat průmyslový vzor z rejstříku?	113
1402	Jak můžu vymazat průmyslový vzor z rejstříku?	113
1403	Jak můžeme vymazat průmyslový vzor z rejstříku?	113
1404	výmaz průmyslového vzoru	113
1405	formulář pro podání návrhu na výmaz průmyslového vzoru	114
1406	Kdo může podat návrh na výmaz průmyslového vzoru?	115
1407	Kdo je opávněn podat návrh na výmaz průmyslového vzoru?	115
1408	Co se stane po výmazu průmyslového vzoru z rejstříku?	116
1409	Co nastane po výmazu průmyslového vzoru z rejstříku?	116
1410	důsledky výmazu průmyslového vzoru	116
1411	úplný výmaz průmyslového vzoru	116
1412	částečný výmaz průmyslového vzoru	116
1413	rozsah výmazu průmyslového vzoru	116
1414	Kolik stojí podání návrhu na výmaz průmyslového vzoru?	117
1415	Kolik zaplatím za podání návrhu na výmaz průmyslového vzoru?	117
1416	Jaký je poplatek za podání návrhu na výmaz průmyslového vzoru?	117
1417	pomoc s výmazem průmyslového vzoru	118
1418	pomoc s žádostí na výmaz průmyslového vzoru	118
1419	Kde mohu nalézt databázi patentů a užitných vzorů?	119
1420	Kde najdu databázi patentů a užitných vzorů?	119
1421	Kde je databázi patentů a užitných vzorů?	119
1422	Kde najít databázi patentů a užitných vzorů?	119
1423	Existuje databáze patentů a užitných vzorů?	120
1424	Je možné najít online databázi udělených patentů a užitných vzorů?	120
1425	Kde najít online databázi udělených patentů a užitných vzorů?	120
1426	Je možné  najdu online databázi udělených patentů a užitných vzorů?	120
1427	Kde najdu online databázi udělených patentů a užitných vzorů?	120
1428	databáze patentů a užitných vzorů	120
1429	databáze užitných vzorů	120
1430	databáze patentů	120
1431	seznam evropských patentů platných na území ČR	120
1432	patentová rešerše na Úřadu	121
1433	patentová rešerše úřadem	121
1434	Jak mohu objednat patentovou rešeršní službu Úřadu?	121
1435	Jak objednám patentovou rešeršní službu Úřadu?	121
1436	Jaký je postup pro objednání patentové rešerše Úřadu?	121
1437	Jak postupovat pro objednání patentové rešerše Úřadu?	121
1438	Co dělat pro objednání patentové rešerše Úřadu?	121
1439	Jak  lze podat objednávku na patentovou rešerši?	121
1440	Kam  lze podat objednávku na patentovou rešerši?	121
1441	Jakým způsobem lze podat objednávku na patentovou rešerši?	121
1442	Jak  můžu podat objednávku na patentovou rešerši?	121
1443	Kam  můžu podat objednávku na patentovou rešerši?	121
1444	Jakým způsobem můžu podat objednávku na patentovou rešerši?	121
1445	Jak  mohu podat objednávku na patentovou rešerši?	121
1446	Kam  mohu podat objednávku na patentovou rešerši?	121
1447	Jakým způsobem mohu podat objednávku na patentovou rešerši?	121
1448	Jak  mám podat objednávku na patentovou rešerši?	121
1449	Kam  mám podat objednávku na patentovou rešerši?	121
1450	Jakým způsobem mám podat objednávku na patentovou rešerši?	121
1451	Jak dlouho trvá zpracování patentové rešerše úřadem?	121
1452	poplatek za patentovou rešerši	121
1453	poplatky za patentovou rešerši	121
1454	Jak se platí poplatek za patentovou rešerši?	121
1455	Kdy se platí poplatek za patentovou rešerši?	121
1456	formuář objednávky na patentovou rešerši úřadu	121
1457	objednávka na patentové rešeršní služby úřadu	121
1458	Můžu objednat patentovou rešerši e-mailem?	121
1459	Jak je možné přihlásit užitný vzor v zahraničí?	122
1460	Jak mohu přihlásit užitný vzor v zahraničí?	122
1461	Jak můžu přihlásit užitný vzor v zahraničí?	122
1462	Jak mám přihlásit užitný vzor v zahraničí?	122
1463	Existuje jednotný systém pro ochranu užitných vzorů v zahraničí?	122
1464	Existuje jednotný mezinárodní systém pro ochranu užitných vzorů v zahraničí?	122
1465	Existuje jednotný evropský systém pro ochranu užitných vzorů v zahraničí?	122
1466	informace o přihlašování užitných vzorů do zahraničí	122
1467	pomoc při podání užitného vzoru v zahraničí	122
1468	pomoc s přihláškou užitného vzoru v zahraničí	122
1469	zastupování při podávání užitných vzorů do zahraničí	122
1470	mezinárodní ochrana technických řešení pomocí užitných vzorů	122
1471	Jak dlouho platí zápis užitného vzoru?	123
1472	Jak dlouho platí registrace užitného vzoru?	123
1473	Jaké je maximální období platnosti zápisu užitného vzoru?	123
1474	Jaká je maximální období platnosti zápisu užitného vzoru?	123
1475	Jaké je maximální doba platnosti zápisu užitného vzoru?	123
1476	Jaká je maximální doba platnosti zápisu užitného vzoru?	123
1477	Kolik let je zápis užitného vzoru platný?	123
1478	Jak dlouho může být užitný vzor chráněn?	123
1479	Jak dlouho je užitný vzor chráněn?	123
1480	Je možné prodloužit dobu platnosti užitného vzoru?	123
1481	Je možné prodloužit dobu platnosti registrace užitného vzoru?	123
1482	Je možné prodloužit dobu platnosti zápisu užitného vzoru?	123
1483	Je možné pro prodloužení platnosti registrace užitného vzoru?	123
1484	Co se musí udělat pro prodloužení platnosti registrace užitného vzoru?	123
1485	Co udělat pro prodloužení platnosti registrace užitného vzoru?	123
1486	Je možné pro prodloužení platnosti zápisu užitného vzoru?	123
1487	Co se musí udělat pro prodloužení platnosti zápisu užitného vzoru?	123
1488	Co udělat pro prodloužení platnosti zápisu užitného vzoru?	123
1489	Jaký formulář potřebuji pro obnovu platnosti zápisu užitného vzoru?	123
1490	Jaký formulář je pro obnovu platnosti zápisu užitného vzoru?	123
1491	Jaký formulář potřebuji pro prodloužení platnosti zápisu užitného vzoru?	123
1492	Jaký formulář je pro prodloužení platnosti zápisu užitného vzoru?	123
1493	formulář pro obnovu platnosti zápisu užitného vzoru?	123
1494	formulář pro prodloužení platnosti zápisu užitného vzoru?	123
1495	platnost registrace užitného vzoru	123
1496	platnost zápisu užitného vzoru	123
1497	Jak lze chránit technické řešení?	124
1498	Jak je možné chránit technické řešení?	124
1499	Jak mohu chránit technické řešení?	124
1500	Jak můžu chránit technické řešení?	124
1501	Jakými způsoby lze chránit technické řešení?	124
1502	ochrana technického řešení	124
1503	Jaké jsou možnosti, pokud nechci zveřejnit své technické řešení?	124
1504	Co je výlučné právo k předmětu ochrany technického řešení ?	124
1505	Co znamená výlučné právo k předmětu ochrany technického řešení ?	124
1506	Co je výlučné právo k předmětu ochrany vynálezu?	124
1507	Co znamená výlučné právo k předmětu ochrany vynálezu?	124
1508	výučné právo k patentu	124
1509	výlučné právo k užitnému vzoru	124
1510	výučné právo k technickému řešení	124
1511	utajení technického řešení	124
1512	utajení vynálezu	124
1513	Co nastane , pokud je utajené technické řešení vyzrazeno?	124
1514	Co se stane, pokud je utajené technické řešení vyzrazeno?	124
1515	kvalifikované zveřejnění technického řešení	124
1516	kvalifikované zveřejnění vynálezu	124
1517	důsledky kvalifikovaného zveřejnění technického řešení	124
1518	důsledky kvalifikovaného zveřejnění vynálezu	124
1519	dohoda o utajování	124
1520	Jak lze zabránit konkurenci ve využití mého technického řešení?	124
1521	obchodní tajemství	124
1522	ochrana know-how	124
1523	Jak mohu podat přihlášku užitného vzoru?	125
1524	Kam mohu podat přihlášku užitného vzoru?	125
1525	Jak  podat přihlášku užitného vzoru?	125
1526	Kam podat přihlášku užitného vzoru?	125
1527	Jak  mám podat přihlášku užitného vzoru?	125
1528	Kam mám podat přihlášku užitného vzoru?	125
1529	Jak  můžu podat přihlášku užitného vzoru?	125
1530	Kam můžu podat přihlášku užitného vzoru?	125
1531	přihláška užitného vzoru	125
1532	Jak přihlásit užitný vzor	125
1533	Jak registrovat užitný vzor	125
1534	Jak zapsat užitný vzor	125
1535	Je možné podání přihlášky užitného vzoru elektronicky?	125
1536	Můžu podání přihlášky užitného vzoru elektronicky?	125
1537	Mohu podání přihlášky užitného vzoru elektronicky?	125
1538	Jde podání přihlášky užitného vzoru elektronicky?	125
1539	Kdo může podat přihlášku užitného vzoru?	126
1540	Kdo je oprávněn podat přihlášku užitného vzoru?	126
1541	Může právnická osoba podat přihlášku užitného vzoru?	126
1542	formulář podání užitného vzoru	127
1543	formulář přihlášky užitného vzoru	127
1544	formulář registrace užitného vzoru	127
1545	formulář nahlášení užitného vzoru	127
1546	Je možné podat přihlášku užitného vzoru do datové schránky?	128
1547	Můžu podat přihlášku užitného vzoru do datové schránky?	128
1548	Mohu podat přihlášku užitného vzoru do datové schránky?	128
1549	Jde podat přihlášku užitného vzoru do datové schránky?	128
1550	pomoc s přihláškou užitného vzoru	129
1551	pomoc při přípravě přihlášky užitného vzoru	129
1552	žádost o zápis užitného vzoru	129
1553	žádost o zapsání užitného vzoru	129
1554	žádost o registraci užitného vzoru	129
1555	Kde mohu najít formulář pro podání přihlášky užitného vzoru?	129
1556	Kde lze najít formulář pro podání přihlášky užitného vzoru?	129
1557	Kde je možné najít formulář pro podání přihlášky užitného vzoru?	129
1558	Kde můžu najít formulář pro podání přihlášky užitného vzoru?	129
1559	náležitosti přihlášky užitného vzoru	130
1560	části přihlášky užitného vzoru	130
1561	součásti přihlášky užitného vzoru	130
1562	přílohy přihlášky užitného vzoru	130
1563	podlohy přihlášky užitného vzoru	130
1564	Jaké jsou části přihlášky užitného vzoru?	130
1565	popis technického řešení	130
1566	popis technického řešení v přihlášce užitného vzoru	130
1567	Co může být přílohou v přihlášce užitného vzoru?	130
1568	název technického řešení	130
1569	název technického řešení užitného vzoru	130
1570	Jak lze vymazat užitný vzor?	131
1571	Jak je možné vymazat užitný vzor?	131
1572	Jak můžu vymazat užitný vzor?	131
1573	Jak mohu vymazat užitný vzor?	131
1574	Jak co když chci vymazat užitný vzor?	131
1575	výmaz užitného vzoru z rejstříku	131
1576	Co je zapotřebí pro výmaz užitného vzoru z rejstříku?	131
1577	Co mám udělat pro výmaz užitného vzoru z rejstříku?	131
1578	Co je potřeba pro výmaz užitného vzoru z rejstříku?	131
1579	Co je nutné pro výmaz užitného vzoru z rejstříku?	131
1580	proces výmazu užitného vzoru	131
1581	proces vymazání užitného vzoru	131
1582	důvody pro výmaz užitného vzoru z rejstříku	131
1583	formulář pro podání návrhu na výmaz užitného vzoru z rejstříku	132
1584	formulář pro výmaz užitného vzoru	132
1585	zastoupení v  žádosti o výmaz užitného vzoru z rejstříku	133
1586	pomoc s žádosti o výmaz užitného vzoru z rejstříku	133
