	question	answer
853	Jak  zaplatit poplatek po udělení patentu?	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
854	Jak se zaplatit poplatek po udělení patentu?	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
855	Jaký  uhradit poplatek po udělení patentu?	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
856	Jaký se  uhradit poplatek po udělení patentu?	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
857	Který  uhradit poplatek po udělení patentu?	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
858	Který se  uhradit poplatek po udělení patentu?	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
859	Jak  uhradit poplatek po udělení patentu?	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
860	Jak se uhradit poplatek po udělení patentu?	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
861	možnosti platby udržovacího poplatku	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
862	variabilní symbol při platbě udržovacího poplatku	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
863	informace o platbě poplatků za udělený patent	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
864	informace o platbě poplatků za udělený vynález	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
865	udržování patentu v platnosti	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
866	udržovací poplatek za patent	Správní poplatek za podání přihlášky vynálezu je tisíc dvěstě korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je šest set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
867	Jak dlouho trvá zpracování patentové rešerše?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
868	expresní patentové rešerše	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
869	Poskytuje úřad rychlou patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
870	provádí úřad rychlou patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
871	delá úřad rychlou patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
872	provádíte rychlou patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
873	děláte rychlou patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
874	Poskytujete rychlou patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
875	Poskytuje úřad  expresní patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
876	provádí úřad  expresní patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
877	delá úřad  expresní patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
878	provádíte  expresní patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
879	děláte  expresní patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
880	Poskytujete expresní patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
881	Doba zpracování patentové rešerše	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
882	Doba zpracování rešerše patentů úřadem	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
883	Existuje způsob, jak urychlit patentovou rešerši?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
884	Jak dlouho obvykle trvá, než obdržím výsledky patentové rešerše?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
885	Jak dlouho obvykle trvá, než dostanu výsledky patentové rešerše?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
886	Poskytuje úřad služby expresních patentových rešerší?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
887	provádí úřad služby expresních patentových rešerší?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
888	delá úřad služby expresních patentových rešerší?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
889	provádíte služby expresních patentových rešerší?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
890	děláte služby expresních patentových rešerší?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
891	Poskytujete služby expresních patentových rešerší?	Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní patentové rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
892	V čem je rozdíl mezi patentem a užitným vzorem?	Dobře, vysvětlím rozdíl: Předměty, které je možno chránit patentem a užitným vzorem, jsou srovnatelné. V obou případech je chráněno technické řešení, které je nové a je průmyslově využitelné. Užitným vzorem oproti patentu však nelze chránit biologické reproduktivní materiály a jakékoliv způsoby výroby nebo pracovní činnosti. Užitný vzor někdy bývá považován za ochranu jednodušší varianty vynálezu.  Oproti patentové ochraně je ochrana užitným vzorem rychlejší, zpravidla v řádu měsíců, a méně nákladná - nižší poplatky. Hlavní rozdíl mezi patenty a užitnými vzory spočívá v tom, že užitné vzory se zapisují do rejstříku na základě takzvaného registračního principu, tzn. že Úřad zapíše užitný vzor do rejstříku, aniž by zkoumal, zda předmět přihlášky splňuje podmínku novosti a přesahu rámce pouhé odborné dovednosti, a zda je tedy způsobilý k ochraně. To má význam zejména u předmětů, které jsou v době zajišťování ochrany již připraveny k uvedení na trh a kvůli dlouhému řízení o udělení patentu by zůstaly dlouhou dobu bez ochrany.  Ochrana užitným vzorem je ideální pro předměty s kratší životností, protože účinky zápisu užitného vzoru jsou stejné jako účinky patentu. Maximální doba platnosti užitného vzoru je oproti platnosti patentu poloviční, tj. 10 let, tedy 4 roky ode dne podání přihlášky, s možností prodloužení doby platnosti zápisu dvakrát o 3 roky.
893	Jaký je rozdíl mezi patentem a užitným vzorem?	Dobře, vysvětlím rozdíl: Předměty, které je možno chránit patentem a užitným vzorem, jsou srovnatelné. V obou případech je chráněno technické řešení, které je nové a je průmyslově využitelné. Užitným vzorem oproti patentu však nelze chránit biologické reproduktivní materiály a jakékoliv způsoby výroby nebo pracovní činnosti. Užitný vzor někdy bývá považován za ochranu jednodušší varianty vynálezu.  Oproti patentové ochraně je ochrana užitným vzorem rychlejší, zpravidla v řádu měsíců, a méně nákladná - nižší poplatky. Hlavní rozdíl mezi patenty a užitnými vzory spočívá v tom, že užitné vzory se zapisují do rejstříku na základě takzvaného registračního principu, tzn. že Úřad zapíše užitný vzor do rejstříku, aniž by zkoumal, zda předmět přihlášky splňuje podmínku novosti a přesahu rámce pouhé odborné dovednosti, a zda je tedy způsobilý k ochraně. To má význam zejména u předmětů, které jsou v době zajišťování ochrany již připraveny k uvedení na trh a kvůli dlouhému řízení o udělení patentu by zůstaly dlouhou dobu bez ochrany.  Ochrana užitným vzorem je ideální pro předměty s kratší životností, protože účinky zápisu užitného vzoru jsou stejné jako účinky patentu. Maximální doba platnosti užitného vzoru je oproti platnosti patentu poloviční, tj. 10 let, tedy 4 roky ode dne podání přihlášky, s možností prodloužení doby platnosti zápisu dvakrát o 3 roky.
894	vysvětli rozdíl mezi patentem a užitným vzorem?	Dobře, vysvětlím rozdíl: Předměty, které je možno chránit patentem a užitným vzorem, jsou srovnatelné. V obou případech je chráněno technické řešení, které je nové a je průmyslově využitelné. Užitným vzorem oproti patentu však nelze chránit biologické reproduktivní materiály a jakékoliv způsoby výroby nebo pracovní činnosti. Užitný vzor někdy bývá považován za ochranu jednodušší varianty vynálezu.  Oproti patentové ochraně je ochrana užitným vzorem rychlejší, zpravidla v řádu měsíců, a méně nákladná - nižší poplatky. Hlavní rozdíl mezi patenty a užitnými vzory spočívá v tom, že užitné vzory se zapisují do rejstříku na základě takzvaného registračního principu, tzn. že Úřad zapíše užitný vzor do rejstříku, aniž by zkoumal, zda předmět přihlášky splňuje podmínku novosti a přesahu rámce pouhé odborné dovednosti, a zda je tedy způsobilý k ochraně. To má význam zejména u předmětů, které jsou v době zajišťování ochrany již připraveny k uvedení na trh a kvůli dlouhému řízení o udělení patentu by zůstaly dlouhou dobu bez ochrany.  Ochrana užitným vzorem je ideální pro předměty s kratší životností, protože účinky zápisu užitného vzoru jsou stejné jako účinky patentu. Maximální doba platnosti užitného vzoru je oproti platnosti patentu poloviční, tj. 10 let, tedy 4 roky ode dne podání přihlášky, s možností prodloužení doby platnosti zápisu dvakrát o 3 roky.
895	pověz mi rozdíl mezi patentem a užitným vzorem?	Dobře, vysvětlím rozdíl: Předměty, které je možno chránit patentem a užitným vzorem, jsou srovnatelné. V obou případech je chráněno technické řešení, které je nové a je průmyslově využitelné. Užitným vzorem oproti patentu však nelze chránit biologické reproduktivní materiály a jakékoliv způsoby výroby nebo pracovní činnosti. Užitný vzor někdy bývá považován za ochranu jednodušší varianty vynálezu.  Oproti patentové ochraně je ochrana užitným vzorem rychlejší, zpravidla v řádu měsíců, a méně nákladná - nižší poplatky. Hlavní rozdíl mezi patenty a užitnými vzory spočívá v tom, že užitné vzory se zapisují do rejstříku na základě takzvaného registračního principu, tzn. že Úřad zapíše užitný vzor do rejstříku, aniž by zkoumal, zda předmět přihlášky splňuje podmínku novosti a přesahu rámce pouhé odborné dovednosti, a zda je tedy způsobilý k ochraně. To má význam zejména u předmětů, které jsou v době zajišťování ochrany již připraveny k uvedení na trh a kvůli dlouhému řízení o udělení patentu by zůstaly dlouhou dobu bez ochrany.  Ochrana užitným vzorem je ideální pro předměty s kratší životností, protože účinky zápisu užitného vzoru jsou stejné jako účinky patentu. Maximální doba platnosti užitného vzoru je oproti platnosti patentu poloviční, tj. 10 let, tedy 4 roky ode dne podání přihlášky, s možností prodloužení doby platnosti zápisu dvakrát o 3 roky.
896	řekni mi rozdíl mezi patentem a užitným vzorem?	Dobře, vysvětlím rozdíl: Předměty, které je možno chránit patentem a užitným vzorem, jsou srovnatelné. V obou případech je chráněno technické řešení, které je nové a je průmyslově využitelné. Užitným vzorem oproti patentu však nelze chránit biologické reproduktivní materiály a jakékoliv způsoby výroby nebo pracovní činnosti. Užitný vzor někdy bývá považován za ochranu jednodušší varianty vynálezu.  Oproti patentové ochraně je ochrana užitným vzorem rychlejší, zpravidla v řádu měsíců, a méně nákladná - nižší poplatky. Hlavní rozdíl mezi patenty a užitnými vzory spočívá v tom, že užitné vzory se zapisují do rejstříku na základě takzvaného registračního principu, tzn. že Úřad zapíše užitný vzor do rejstříku, aniž by zkoumal, zda předmět přihlášky splňuje podmínku novosti a přesahu rámce pouhé odborné dovednosti, a zda je tedy způsobilý k ochraně. To má význam zejména u předmětů, které jsou v době zajišťování ochrany již připraveny k uvedení na trh a kvůli dlouhému řízení o udělení patentu by zůstaly dlouhou dobu bez ochrany.  Ochrana užitným vzorem je ideální pro předměty s kratší životností, protože účinky zápisu užitného vzoru jsou stejné jako účinky patentu. Maximální doba platnosti užitného vzoru je oproti platnosti patentu poloviční, tj. 10 let, tedy 4 roky ode dne podání přihlášky, s možností prodloužení doby platnosti zápisu dvakrát o 3 roky.
897	řekni mi, jaký je rozdíl mezi patentem a užitným vzorem?	Dobře, vysvětlím rozdíl: Předměty, které je možno chránit patentem a užitným vzorem, jsou srovnatelné. V obou případech je chráněno technické řešení, které je nové a je průmyslově využitelné. Užitným vzorem oproti patentu však nelze chránit biologické reproduktivní materiály a jakékoliv způsoby výroby nebo pracovní činnosti. Užitný vzor někdy bývá považován za ochranu jednodušší varianty vynálezu.  Oproti patentové ochraně je ochrana užitným vzorem rychlejší, zpravidla v řádu měsíců, a méně nákladná - nižší poplatky. Hlavní rozdíl mezi patenty a užitnými vzory spočívá v tom, že užitné vzory se zapisují do rejstříku na základě takzvaného registračního principu, tzn. že Úřad zapíše užitný vzor do rejstříku, aniž by zkoumal, zda předmět přihlášky splňuje podmínku novosti a přesahu rámce pouhé odborné dovednosti, a zda je tedy způsobilý k ochraně. To má význam zejména u předmětů, které jsou v době zajišťování ochrany již připraveny k uvedení na trh a kvůli dlouhému řízení o udělení patentu by zůstaly dlouhou dobu bez ochrany.  Ochrana užitným vzorem je ideální pro předměty s kratší životností, protože účinky zápisu užitného vzoru jsou stejné jako účinky patentu. Maximální doba platnosti užitného vzoru je oproti platnosti patentu poloviční, tj. 10 let, tedy 4 roky ode dne podání přihlášky, s možností prodloužení doby platnosti zápisu dvakrát o 3 roky.
898	Jak se liší patenty a užitné vzory ?	Dobře, vysvětlím rozdíl: Předměty, které je možno chránit patentem a užitným vzorem, jsou srovnatelné. V obou případech je chráněno technické řešení, které je nové a je průmyslově využitelné. Užitným vzorem oproti patentu však nelze chránit biologické reproduktivní materiály a jakékoliv způsoby výroby nebo pracovní činnosti. Užitný vzor někdy bývá považován za ochranu jednodušší varianty vynálezu.  Oproti patentové ochraně je ochrana užitným vzorem rychlejší, zpravidla v řádu měsíců, a méně nákladná - nižší poplatky. Hlavní rozdíl mezi patenty a užitnými vzory spočívá v tom, že užitné vzory se zapisují do rejstříku na základě takzvaného registračního principu, tzn. že Úřad zapíše užitný vzor do rejstříku, aniž by zkoumal, zda předmět přihlášky splňuje podmínku novosti a přesahu rámce pouhé odborné dovednosti, a zda je tedy způsobilý k ochraně. To má význam zejména u předmětů, které jsou v době zajišťování ochrany již připraveny k uvedení na trh a kvůli dlouhému řízení o udělení patentu by zůstaly dlouhou dobu bez ochrany.  Ochrana užitným vzorem je ideální pro předměty s kratší životností, protože účinky zápisu užitného vzoru jsou stejné jako účinky patentu. Maximální doba platnosti užitného vzoru je oproti platnosti patentu poloviční, tj. 10 let, tedy 4 roky ode dne podání přihlášky, s možností prodloužení doby platnosti zápisu dvakrát o 3 roky.
