	question	answer
210	dostali jsme námitky, co bude následovat	"V případě obdržení námitky je třeba zhodnotit jejich opodstatněnost, a následně formulovat váš názor v písemném vyjádření a podpořit ho vhodnými doklady. Toto vyjádření je možné samostatně vypracovat nebo tím pověřit svého právního zástupce (nejčastěji advokáta nebo patentového zástupce).

Společně s námitkami je přihlašovateli doručen postupovací dopis Úřadu, v němž je stanovena lhůta k podání vyjádření. Tuto lhůtu je možno na základě zpoplatněné žádosti prodloužit. V případě, že se k námitkám ve stanovené lhůtě přihlašovatel nevyjádří, rozhodne Úřad o námitkách podle obsahu spisu.

V rámci předmětu sporu se lze též pokusit o nalezení smírného řešení formou dohody s namítajícím. K dalším možnostem řešení sporu lze například zařadit omezení přihlašovaného seznamu o námitkami dotčené výrobky nebo služby, čímž odpadne důvod podání námitek. Toto omezení lze provést kdykoliv a nelze ho vzít zpět.

Pokud je přihláška ochranné známky napadána jen v určitém rozsahu výrobků nebo služeb, může přihlašovatel svou přihlášku ochranné známky rozdělit a námitkami dotčené výrobky nebo služby vyčlenit do samostatné přihlášky ochranné známky.

V neposlední řadě může přihlašovatel vzít svou přihlášku ochranné známky kdykoliv zpět. V takovém případě se řízení o přihlášce ochranné známky a následně i řízení o námitkách zastaví (a správní poplatek za podání přihlášky ochranné známky se nevrací).

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
211	Ochranná známka	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
212	Ochranná známka s dobrým jménem	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
213	Dobré jméno	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
214	Renomé	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
215	Co je ochranná známka s dobrým jménem	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
216	Co je ochranná známka s dobrou pověsti	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
217	Co je ochranná známka s renomé	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
218	Co znamená dobrým jménem	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
219	Co znamená dobrou pověsti	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
220	Co znamená renomé	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
221	Definice ochranné známky s dobrým jménem	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
222	Definice ochranné známky s dobrou pověsti	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
223	Definice ochranné známky s renomé	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
224	Všeobecně známá známka	"Všeobecně známou známkou je takové označení, které svou ochranu získalo nikoliv zápisem do rejstříku ochranných známek, ale získáním všeobecné známosti v důsledku svého užívání. Je to známka natolik silná, že se vžila pro výrobky nebo služby svého vlastníka v příslušném okruhu veřejnosti natolik, že má rozlišovací způsobilost, a to i přesto, že nebyla formálně zapsána do rejstříku ochranných známek. Tuto skutečnost je rovněž třeba prokazovat vždy v konkrétním řízení. Jedná se o známku nezapsanou pro území státu, ve kterém je namítána, bez ohledu na to, zda je či není zapsána v jiném státě.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
225	Co je všeobecně známá známka	"Všeobecně známou známkou je takové označení, které svou ochranu získalo nikoliv zápisem do rejstříku ochranných známek, ale získáním všeobecné známosti v důsledku svého užívání. Je to známka natolik silná, že se vžila pro výrobky nebo služby svého vlastníka v příslušném okruhu veřejnosti natolik, že má rozlišovací způsobilost, a to i přesto, že nebyla formálně zapsána do rejstříku ochranných známek. Tuto skutečnost je rovněž třeba prokazovat vždy v konkrétním řízení. Jedná se o známku nezapsanou pro území státu, ve kterém je namítána, bez ohledu na to, zda je či není zapsána v jiném státě.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
226	Co znamená všeoobecně známá známka	"Všeobecně známou známkou je takové označení, které svou ochranu získalo nikoliv zápisem do rejstříku ochranných známek, ale získáním všeobecné známosti v důsledku svého užívání. Je to známka natolik silná, že se vžila pro výrobky nebo služby svého vlastníka v příslušném okruhu veřejnosti natolik, že má rozlišovací způsobilost, a to i přesto, že nebyla formálně zapsána do rejstříku ochranných známek. Tuto skutečnost je rovněž třeba prokazovat vždy v konkrétním řízení. Jedná se o známku nezapsanou pro území státu, ve kterém je namítána, bez ohledu na to, zda je či není zapsána v jiném státě.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
227	Definice všeobecně známé známky	"Všeobecně známou známkou je takové označení, které svou ochranu získalo nikoliv zápisem do rejstříku ochranných známek, ale získáním všeobecné známosti v důsledku svého užívání. Je to známka natolik silná, že se vžila pro výrobky nebo služby svého vlastníka v příslušném okruhu veřejnosti natolik, že má rozlišovací způsobilost, a to i přesto, že nebyla formálně zapsána do rejstříku ochranných známek. Tuto skutečnost je rovněž třeba prokazovat vždy v konkrétním řízení. Jedná se o známku nezapsanou pro území státu, ve kterém je namítána, bez ohledu na to, zda je či není zapsána v jiném státě.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
228	Místní dosah	"Místní dosah nelze vykládat pouze ve smyslu územním, tedy jako geografickou oblast kde bylo označení užíváno, ale hlavně ve smyslu rozsahu užívání nezapsaného či jiného označení v obchodním styku, co do jeho kvantity a kvality. Jedná se například o podíl výrobků nebo služeb opatřených nezapsaným či jiným označením v daném segmentu trhu, o délku i aktivitu působení na trhu, nebo o celkové ekonomické postavení nezapsaného či jiného označení na trhu. Překonání místního dosahu lze konstatovat na základě relevantních dokladů předložených v dostatečném množství.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
229	Co je místní dosah	"Místní dosah nelze vykládat pouze ve smyslu územním, tedy jako geografickou oblast kde bylo označení užíváno, ale hlavně ve smyslu rozsahu užívání nezapsaného či jiného označení v obchodním styku, co do jeho kvantity a kvality. Jedná se například o podíl výrobků nebo služeb opatřených nezapsaným či jiným označením v daném segmentu trhu, o délku i aktivitu působení na trhu, nebo o celkové ekonomické postavení nezapsaného či jiného označení na trhu. Překonání místního dosahu lze konstatovat na základě relevantních dokladů předložených v dostatečném množství.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
230	Co znamená místní dosah	"Místní dosah nelze vykládat pouze ve smyslu územním, tedy jako geografickou oblast kde bylo označení užíváno, ale hlavně ve smyslu rozsahu užívání nezapsaného či jiného označení v obchodním styku, co do jeho kvantity a kvality. Jedná se například o podíl výrobků nebo služeb opatřených nezapsaným či jiným označením v daném segmentu trhu, o délku i aktivitu působení na trhu, nebo o celkové ekonomické postavení nezapsaného či jiného označení na trhu. Překonání místního dosahu lze konstatovat na základě relevantních dokladů předložených v dostatečném množství.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
231	Co je místní dosah nezapsaného či jiného označení	"Místní dosah nelze vykládat pouze ve smyslu územním, tedy jako geografickou oblast kde bylo označení užíváno, ale hlavně ve smyslu rozsahu užívání nezapsaného či jiného označení v obchodním styku, co do jeho kvantity a kvality. Jedná se například o podíl výrobků nebo služeb opatřených nezapsaným či jiným označením v daném segmentu trhu, o délku i aktivitu působení na trhu, nebo o celkové ekonomické postavení nezapsaného či jiného označení na trhu. Překonání místního dosahu lze konstatovat na základě relevantních dokladů předložených v dostatečném množství.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
232	Co znamená místní dosah nezapsaného či jiného označení	"Místní dosah nelze vykládat pouze ve smyslu územním, tedy jako geografickou oblast kde bylo označení užíváno, ale hlavně ve smyslu rozsahu užívání nezapsaného či jiného označení v obchodním styku, co do jeho kvantity a kvality. Jedná se například o podíl výrobků nebo služeb opatřených nezapsaným či jiným označením v daném segmentu trhu, o délku i aktivitu působení na trhu, nebo o celkové ekonomické postavení nezapsaného či jiného označení na trhu. Překonání místního dosahu lze konstatovat na základě relevantních dokladů předložených v dostatečném množství.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
233	Definice místního dosahu	"Místní dosah nelze vykládat pouze ve smyslu územním, tedy jako geografickou oblast kde bylo označení užíváno, ale hlavně ve smyslu rozsahu užívání nezapsaného či jiného označení v obchodním styku, co do jeho kvantity a kvality. Jedná se například o podíl výrobků nebo služeb opatřených nezapsaným či jiným označením v daném segmentu trhu, o délku i aktivitu působení na trhu, nebo o celkové ekonomické postavení nezapsaného či jiného označení na trhu. Překonání místního dosahu lze konstatovat na základě relevantních dokladů předložených v dostatečném množství.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
234	Jaká je definice místního dosahu	"Místní dosah nelze vykládat pouze ve smyslu územním, tedy jako geografickou oblast kde bylo označení užíváno, ale hlavně ve smyslu rozsahu užívání nezapsaného či jiného označení v obchodním styku, co do jeho kvantity a kvality. Jedná se například o podíl výrobků nebo služeb opatřených nezapsaným či jiným označením v daném segmentu trhu, o délku i aktivitu působení na trhu, nebo o celkové ekonomické postavení nezapsaného či jiného označení na trhu. Překonání místního dosahu lze konstatovat na základě relevantních dokladů předložených v dostatečném množství.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
235	Připomínky	"Okruh osob oprávněných podat připomínky k zápisu přihlašovaného označení do rejstříku ochranných známek není zákonem nijak omezen. Může je tedy podat kdokoliv.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
236	Připomínka	"Okruh osob oprávněných podat připomínky k zápisu přihlašovaného označení do rejstříku ochranných známek není zákonem nijak omezen. Může je tedy podat kdokoliv.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
237	Kdo může podat připomínky	"Okruh osob oprávněných podat připomínky k zápisu přihlašovaného označení do rejstříku ochranných známek není zákonem nijak omezen. Může je tedy podat kdokoliv.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
238	Jaké jsou oprávněné osoby k podání připomínek	"Okruh osob oprávněných podat připomínky k zápisu přihlašovaného označení do rejstříku ochranných známek není zákonem nijak omezen. Může je tedy podat kdokoliv.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
239	Můžu podat připomínku	"Okruh osob oprávněných podat připomínky k zápisu přihlašovaného označení do rejstříku ochranných známek není zákonem nijak omezen. Může je tedy podat kdokoliv.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
240	Můžu podat připomínky	"Okruh osob oprávněných podat připomínky k zápisu přihlašovaného označení do rejstříku ochranných známek není zákonem nijak omezen. Může je tedy podat kdokoliv.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
241	Lhůta k podání připomínek	"Každý může do konce lhůty pro podání námitek podat Úřadu připomínky založené na důvodech dle ustanovení 4 Zákona o ochranných známkách. K připomínkám Úřad přihlédne při rozhodování o zápisu ochranné známky do rejstříku. Osoba, která podala připomínky, se nestává účastníkem řízení o přihlášce před Úřadem.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
242	Lhůta připomínky	"Každý může do konce lhůty pro podání námitek podat Úřadu připomínky založené na důvodech dle ustanovení 4 Zákona o ochranných známkách. K připomínkám Úřad přihlédne při rozhodování o zápisu ochranné známky do rejstříku. Osoba, která podala připomínky, se nestává účastníkem řízení o přihlášce před Úřadem.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
243	Jaká je lhůta k podání připomínek	"Každý může do konce lhůty pro podání námitek podat Úřadu připomínky založené na důvodech dle ustanovení 4 Zákona o ochranných známkách. K připomínkám Úřad přihlédne při rozhodování o zápisu ochranné známky do rejstříku. Osoba, která podala připomínky, se nestává účastníkem řízení o přihlášce před Úřadem.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
244	Do kdy můžu  podat přoipomínky	"Každý může do konce lhůty pro podání námitek podat Úřadu připomínky založené na důvodech dle ustanovení 4 Zákona o ochranných známkách. K připomínkám Úřad přihlédne při rozhodování o zápisu ochranné známky do rejstříku. Osoba, která podala připomínky, se nestává účastníkem řízení o přihlášce před Úřadem.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
245	Do kdy lze podat přoipomínky	"Každý může do konce lhůty pro podání námitek podat Úřadu připomínky založené na důvodech dle ustanovení 4 Zákona o ochranných známkách. K připomínkám Úřad přihlédne při rozhodování o zápisu ochranné známky do rejstříku. Osoba, která podala připomínky, se nestává účastníkem řízení o přihlášce před Úřadem.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
246	Poplatek námitky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
247	Poplatek námitka	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
248	Poplatek připomínka	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
249	Poplatek připomínky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
250	Správní poplatek námitky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
251	Správní poplatek námitka	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
252	Správní poplatek připomínka	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
253	Správní poplatek připomínky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
254	Jaký je správní poplatek za námitky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
255	Jaký je správní poplatek za námitku	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
256	Jaký je správní poplatek za připomínku	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
257	Jaký je správní poplatek za připomínky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
258	Výše správního poplatku za námitky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
259	Výše správního poplatku za námitku	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
260	Výše správního poplatku za připomínku	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
261	Výše správního poplatku za připomínky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
262	Jaká je výše správního poplatku za námitky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
263	Jaká je výše správního poplatku za námitku	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
264	Jaká je výše správního poplatku za připomínku	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
265	Jaká je výše správního poplatku za připomínky	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
