	question	answer
934	Jak  se může udělat rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
935	Kde  se může udělat rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
936	Jakým způsobem se může udělat rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
937	Jak  lze  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
938	Kde  lze  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
939	Jakým způsobem lze  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
940	Jak  můžu  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
941	Kde  můžu  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
942	Jakým způsobem můžu  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
943	Jak  mohu  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
944	Kde  mohu  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
945	Jakým způsobem mohu  provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
946	Jak  se může provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
947	Kde  se může provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
948	Jakým způsobem se může provedu rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
949	Jak  lze  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
950	Kde  lze  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
951	Jakým způsobem lze  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
952	Jak  můžu  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
953	Kde  můžu  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
954	Jakým způsobem můžu  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
955	Jak  mohu  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
956	Kde  mohu  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
957	Jakým způsobem mohu  udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
958	Jak  se může udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
959	Kde  se může udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
960	Jakým způsobem se může udělám rešerši užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
961	objednávka rešerše užitných vzorů	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
962	rešerše užitných vzorů	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
963	Jaký je postup objednání rešeršních služeb pro užitné vzory Úřadu?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
964	Jak podat objednávku rešerše užitných vzorů u Úřadu?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
965	Kde podat objednávku rešerše užitných vzorů u Úřadu?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
966	Jak  objednat rešerši užitných vzorů u Úřadu?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
967	Kde objednat rešerši užitných vzorů u Úřadu?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
968	Za jak dlouho je hotová rešerše užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
969	Jak dlouho trvá rešerše užitných vzorů?	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
970	expresní rešeršní služby užitných vzorů	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
971	8.rešeršní služby Úřadu k užitným vzorům	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
972	8.rešeršní služby Úřadu pro užitné vzory	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
973	rešerše užitných vzorů úřadem	Rešerši užitných vzorů je možné provést v databázi patentů a užitných vzorů, která je volně dostupná na stránkách Úřadu. Úřad na svých stránkách uvádí i odkazy na zahraniční databáze patentů a užitných vzorů. Můžete také využit rešeršní služby Úřadu na základě objednávky. Rešeršní služby lze objednat pouze písemně na předepsaném formuláři. Písemnou objednávku rešerše je možné podat osobně na podatelně Úřadu, poštou, ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet či datovou schránkou.  Doba zpracování je obvykle 30 dnů. Nejsou prováděny expresní rešerše. Více informací o rešeršních službách Úřadu včetně ceníku naleznete také zde.
974	poplatek za přihlášku užitného vzoru	Správní poplatek za podání přihlášky užitného vzoru je tisíc korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je pět set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že po zápisu užitného vzoru je zpoplatněno i prodlužování platnosti zápisu. Dobu platnosti zápisu užitného vzoru lze prodloužit dvakrát o 3 roky až na celkovou dobu 10 let od data podání přihlášky užitného vzoru. Spolu s uhrazením správního poplatku za prodloužení platnosti zápisu užitného vzoru je třeba ve stanovené lhůtě podat i žádost o obnovu/prodloužení platnosti. Formulář naleznete zde. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
975	poplatek za podání přihlášky užitného vzoru	Správní poplatek za podání přihlášky užitného vzoru je tisíc korun českých. Pokud je přihlašovatelem výlučně původce, správní poplatek je pět set korun českých. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatek je možné uhradit v hotovosti na pokladně Úřadu, kolky, bankovním převodem nebo složenkou. Důležité je vědět, že po zápisu užitného vzoru je zpoplatněno i prodlužování platnosti zápisu. Dobu platnosti zápisu užitného vzoru lze prodloužit dvakrát o 3 roky až na celkovou dobu 10 let od data podání přihlášky užitného vzoru. Spolu s uhrazením správního poplatku za prodloužení platnosti zápisu užitného vzoru je třeba ve stanovené lhůtě podat i žádost o obnovu/prodloužení platnosti. Formulář naleznete zde. Bližší informace o poplatcích naleznete též na stránkách Úřadu zde.
